Year,Month,DOM,DOW,DOW2,Date,Numb_Passengers,Numb_Bags,MTD_Bags,Bag_Pass_Ratio,MTD_Bags,MBR_Day_Of,Count_Day_of,MBR_Goal,MBR,COUNT,MBR_Diff_Goal,Met_Goal,%(+/-),A0,D0,num_gate_chg,flight_div,flights_cancelled,cnl_mech,cnl_we,cnl_other,Misc_Reason
2017,Mar,27,M,1-M,3/27/2017,80655,60973,1643604,0.755972971,2119924,5.81 ,469,7.40,6.30,508 ,(1.10),1 ,-8%,74.6,74.0,41,0,0,0,0,0,Recheck belt OTS 17:15
2017,Mar,28,T,2-T,3/28/2017,71363,51570,1695174,0.722643387,2191287,5.34 ,381,7.40,5.40,385 ,(2.00),1 ,-1%,67.6,68.8,39,1,7,0,7,0,0 
2017,Mar,29,W,3-W,3/29/2017,74198,54227,1749401,0.730841802,2265485,5.55 ,412,7.40,6.09,452 ,(1.31),1 ,-10%,62.0,65.1,42,0,3,0,3,0,0 
2017,Mar,30,Q,4-Q,3/30/2017,80140,58615,1808016,0.731407537,2345625,3.94 ,316,7.40,4.57,366 ,(2.83),1 ,-16%,66.6,64.7,44,0,4,4,0,0,0 
2017,Mar,31,F,5-F,3/31/2017,83336,64069,1872085,0.768803398,2428961,7.50 ,625,7.40,7.43,619 ,0.03 ,0 ,1%,70.2,66.0,30,1,4,2,1,1,0 
2017,Apr,1,J,6-J,4/1/2017,70517,62248,62248,0.882737496,70517,7.43 ,524,6.70,8.22,579 ,1.52 ,0 ,-11%,71.3,68.8,29,0,4,3,0,1,0 
2017,Apr,2,S,7-S,4/2/2017,74696,59094,121342,0.7911267,145213,19.55 ,1460,6.70,22.57,"1,686 ",15.87 ,0 ,-15%,21.1,15.9,82,2,48,8,37,3,LCL WEATHER/ A-BGRM BELT ISSUES
2017,Apr,3,M,1-M,4/3/2017,79381,60780,182122,0.765674406,224594,7.75 ,615,6.70,8.75,695 ,2.05 ,0 ,-13%,65.0,58.8,40,0,9,5,1,3,Ruboff
2017,Apr,4,T,2-T,4/4/2017,71228,52846,234968,0.741927332,295822,5.87 ,418,6.70,6.18,440 ,(0.52),1 ,-5%,64.9,70.1,34,0,0,0,0,0,0 
2017,Apr,5,W,3-W,4/5/2017,75160,55335,290303,0.736229377,370982,5.12 ,385,6.70,5.87,441 ,(0.83),1 ,-15%,67.4,63.5,30,0,2,0,1,1,0 
2017,Apr,6,Q,4-Q,4/6/2017,80557,59110,349413,0.733766153,451539,5.46 ,440,6.70,5.96,480 ,(0.74),1 ,-9%,65.4,57.8,51,0,12,7,4,1,0 
2017,Apr,7,F,5-F,4/7/2017,84337,63348,412761,0.751129398,535876,6.21 ,524,6.70,6.90,582 ,0.20 ,0 ,-11%,73.4,63.8,33,0,4,3,1,0,0 
2017,Apr,8,J,6-J,4/8/2017,67328,57846,470607,0.859167063,603204,6.28 ,423,6.70,6.91,465 ,0.21 ,0 ,-10%,85.0,78.0,44,0,1,1,0,0,0 
2017,Apr,9,S,7-S,4/9/2017,78876,61945,532552,0.78534662,682080,5.15 ,406,6.70,5.64,445 ,(1.06),1 ,-10%,86.0,77.8,37,0,5,1,0,4,0 
2017,Apr,10,M,1-M,4/10/2017,76450,54509,587061,0.713001962,758530,8.75 ,669,6.70,10.17,777 ,3.47 ,0 ,-16%,51.3,48.5,60,4,20,2,18,0,WX/Multiple Ramp closures
2017,Apr,11,T,2-T,4/11/2017,70615,52260,639321,0.74006939,829145,5.91 ,417,6.70,6.43,454 ,(0.27),1 ,-9%,59.7,63.1,45,2,6,2,4,0,WX West TX
2017,Apr,12,W,3-W,4/12/2017,75481,54199,693520,0.718048251,904626,3.60 ,272,6.70,3.76,284 ,(2.94),1 ,-4%,79.4,73.5,43,0,3,0,0,0,0 
2017,Apr,13,Q,4-Q,4/13/2017,83142,57526,751046,0.691900604,987768,3.07 ,255,6.70,3.37,280 ,(3.33),1 ,-10%,80.4,74.5,32,0,1,1,0,0,0 
2017,Apr,14,F,5-F,4/14/2017,77902,56871,807917,0.730032605,1065670,4.15 ,323,6.70,4.49,350 ,(2.21),1 ,-8%,85.3,78.3,38,0,5,4,0,1,0 
2017,Apr,15,J,6-J,4/15/2017,58506,48895,856812,0.83572625,1124176,4.48 ,262,6.70,5.12,299 ,(1.58),1 ,-14%,87.8,86.5,10,1,0,0,0,0,0 
2017,Apr,16,S,7-S,4/16/2017,69580,51168,907980,0.735383731,1193756,4.01 ,279,6.70,4.39,306 ,(2.31),1 ,-10%,83.5,78.7,30,0,3,3,0,0,0 
2017,Apr,17,M,1-M,4/17/2017,70139,50280,958260,0.716862231,1263895,13.52 ,948,6.70,16.37,"1,148 ",9.67 ,0 ,-21%,27.3,34.1,67,28,89,3,84,2,WX/Multiple Ramp closures
2017,Apr,18,T,2-T,4/18/2017,79855,60920,1019180,0.762882725,1343750,5.13 ,410,6.70,5.66,452 ,(1.04),1 ,-10%,74.6,71.2,35,0,2,2,0,0,0 
2017,Apr,19,W,3-W,4/19/2017,78354,56757,1075937,0.724366337,1422104,3.48 ,273,6.70,3.96,310 ,(2.74),1 ,-14%,79.8,73.7,30,0,0,0,0,0,ORD WX and ground stops
2017,Apr,20,Q,4-Q,4/20/2017,81198,56970,1132907,0.701618266,1503302,6.40 ,520,6.70,6.90,560 ,0.20 ,0 ,-8%,49.6,71.3,26,0,5,2,2,1,TSA CTX power outage 10a-12:30p
2017,Apr,21,F,5-F,4/21/2017,81661,59999,1192906,0.734732614,1584963,7.47 ,610,6.70,8.15,666 ,1.45 ,0 ,-9%,62.6,66.0,48,1,3,2,0,1,Terminal C belt system
2017,Apr,22,J,6-J,4/22/2017,69258,58339,1251245,0.842343123,1654221,6.09 ,422,6.70,6.59,457 ,(0.11),1 ,-8%,77.5,73.1,27,1,1,0,0,1,0 
2017,Apr,23,S,7-S,4/23/2017,81372,62496,1313741,0.768028314,1735593,4.74 ,386,6.70,5.25,427 ,(1.45),1 ,-11%,83.1,73.5,33,0,1,0,1,0,0 
2017,Apr,24,M,1-M,4/24/2017,81226,59463,1373204,0.732068549,1816819,4.25 ,345,6.70,4.57,371 ,(2.13),1 ,-8%,80.1,70.7,40,0,1,0,1,0,0 
2017,Apr,25,T,2-T,4/25/2017,73194,53096,1426300,0.725414651,1890013,3.42 ,250,6.70,3.64,267 ,(3.06),1 ,-7%,86.5,77.6,71,0,1,1,0,0,0 
2017,Apr,26,W,3-W,4/26/2017,73555,53312,1479612,0.724790973,1963568,8.43 ,620,6.70,9.59,705 ,2.89 ,0 ,-14%,25.7,27.9,225,8,17,5,12,0,AM WX/Ramp closure
2017,Apr,27,Q,4-Q,4/27/2017,82783,60200,1539812,0.727202445,2046351,5.01 ,415,6.70,5.27,436 ,(1.43),1 ,-5%,69.7,67.6,20,0,0,0,0,0,0 
2017,Apr,28,F,5-F,4/28/2017,82874,62442,1602254,0.753457055,2129225,4.26 ,353,6.70,4.89,405 ,(1.81),1 ,-15%,66.7,69.1,44,0,2,2,0,0,0 
2017,Apr,29,J,6-J,4/29/2017,53780,46050,1648304,0.85626627,2183005,10.10 ,543,6.70,13.13,706 ,6.43 ,0 ,-30%,47.5,49.1,30,2,121,0,91,29,LCL WEATHER
2017,Apr,30,S,7-S,4/30/2017,72147,55924,1704228,0.775139645,2255152,16.84 ,1215,6.70,23.01,"1,660 ",16.31 ,0 ,-37%,19.9,26.9,84,1,88,0,56,32,High winds
2017,May,1,M,1-M,5/1/2017,79709,63329,63329,0.794502503,79709,7.35 ,586,7.25,8.33,664,1.08 ,0 ,-13%,66.5,61.8,44,0,10,2,4,4,0 
2017,May,2,T,2-T,5/2/2017,69256,51979,115308,0.75053425,148965,4.56 ,316,7.25,4.91,340,(2.34),1 ,-8%,79.2,77.6,28,0,5,1,0,4,0 
2017,May,3,W,3-W,5/3/2017,71160,52172,167480,0.733164699,220125,8.04 ,572,7.25,9.03,642 ,1.78 ,0 ,-12%,37.5,46.3,42,0,21,1,17,3,Mid-morning thru PM Tstorms in DFW/Surrounding area
2017,May,4,Q,4-Q,5/4/2017,80963,58451,225931,0.721947062,301088,6.60 ,534,7.25,7.32,593 ,0.07 ,0 ,-11%,69.1,67.8,43,1,2,1,1,0,B belt system fail all day
2017,May,5,F,5-F,5/5/2017,82333,59711,285642,0.725237754,383421,5.17 ,426,7.25,5.82,479 ,(1.43),1 ,-12%,72.7,67.3,28,0,7,6,0,1,0 
2017,May,6,J,6-J,5/6/2017,66541,57066,342708,0.857606588,449962,6.09 ,405,7.25,6.77,451 ,(0.48),1 ,-11%,82.9,73.5,41,0,2,0,0,2,C-belt system 1020-1110
2017,May,7,S,7-S,5/7/2017,80429,62594,405302,0.778251626,530391,4.67 ,376,7.25,5.30,426 ,(1.95),1 ,-13%,77.3,72.5,37,0,3,0,0,3,0 
2017,May,8,M,1-M,5/8/2017,78507,51322,456624,0.653725146,608898,3.67 ,288,7.25,3.96,311 ,(3.29),1 ,-8%,83.6,77.5,32,0,2,1,0,1,0 
2017,May,9,T,2-T,5/9/2017,72769,52913,509537,0.727136555,681667,3.56 ,259,7.25,4.88,355 ,(2.37),1 ,-37%,79.5,79.0,38,0,1,1,0,0,0 
2017,May,10,W,3-W,5/10/2017,76938,56487,566024,0.734188567,758605,4.33 ,333,7.25,4.70,361 ,(2.55),1 ,-9%,59.3,67.0,25,0,0,0,0,0,0 
2017,May,11,Q,4-Q,5/11/2017,82392,58711,624735,0.712581319,840997,4.96 ,409,7.25,5.73,472 ,(1.52),1 ,-15%,48.0,52.8,47,0,7,1,5,1,WX surrounding DFW area
2017,May,12,F,5-F,5/12/2017,86635,65487,690222,0.755895423,927632,5.64 ,489,7.25,6.43,557 ,(0.82),1 ,-14%,69.0,65.9,45,0,5,5,0,0,0 
2017,May,13,J,6-J,5/13/2017,70732,60977,751199,0.862085053,998364,4.99 ,353,7.25,5.56,393 ,(1.69),1 ,-11%,85.8,79.2,30,1,1,1,0,0,0 
2017,May,14,S,7-S,5/14/2017,80531,62373,813572,0.774521613,1078895,3.94 ,317,7.25,4.40,354 ,(2.85),1 ,-12%,85.4,76.0,27,0,2,2,0,0,0 
2017,May,15,M,1-M,5/15/2017,84718,63156,876728,0.745485021,1163613,3.56 ,302,7.25,3.82,323 ,(3.43),1 ,-7%,82.3,75.1,35,0,0,0,0,0,0 
2017,May,16,T,2-T,5/16/2017,75648,55033,931761,0.727487838,1239261,3.15 ,238,7.25,3.37,255 ,(3.88),1 ,-7%,80.3,77.4,25,1,1,0,1,0,0 
2017,May,17,W,3-W,5/17/2017,80563,59671,991432,0.740675,1319824,4.93 ,397,7.25,5.66,456 ,(1.59),1 ,-15%,71.4,70.9,20,0,1,1,0,0,0 
2017,May,18,Q,4-Q,5/18/2017,76298,55454,1046886,0.726808042,1396122,4.26 ,325,7.25,5.88,449 ,(1.37),1 ,-38%,67.1,68.1,37,1,93,0,73,20,DFW Weather
2017,May,19,F,5-F,5/19/2017,85890,65655,1112541,0.764407964,1482012,7.60 ,653,7.25,9.11,783 ,1.86 ,0 ,-20%,46.1,44.8,35,1,7,4,3,0,Weather around DFW/spill over from previous day
2017,May,20,J,6-J,5/20/2017,73606,63427,1175968,0.861709643,1555618,5.22 ,384,7.25,7.49,551 ,0.24 ,0 ,-44%,54.3,55.7,39,1,1,0,0,2,OPA NOT UPDATED-ESTIMATE FROM TRCRS LIST
2017,May,21,S,7-S,5/21/2017,80593,62897,1238865,0.780427581,1636211,8.13 ,655,7.25,9.71,783 ,2.46 ,0 ,-19%,46.7,44.5,55,4,3,1,0,2,LCL WX
2017,May,22,M,1-M,5/22/2017,83212,61775,1300640,0.742380907,1719423,4.06 ,338,7.25,4.48,373 ,(2.77),1 ,-10%,65.1,59.6,27,0,2,0,0,2,0 
2017,May,23,T,2-T,5/23/2017,78006,57392,1358032,0.735738277,1797429,4.12 ,321,7.25,4.53,354 ,(2.72),1 ,-10%,54.2,63.4,27,2,0,0,0,0,LCL AM WX
2017,May,24,W,3-W,5/24/2017,83131,62161,1420193,0.747747531,1880560,4.29 ,357,7.25,4.74,394 ,(2.51),1 ,-10%,66.8,66.2,30,0,1,0,1,0,0 
2017,May,25,Q,4-Q,5/25/2017,88346,63964,1484157,0.724016933,1968906,4.27 ,377,7.25,4.96,438 ,(2.29),1 ,-16%,69.2,63.5,36,0,2,0,2,0,0 
2017,May,26,F,5-F,5/26/2017,91640,69915,1554072,0.762931034,2060546,5.03 ,461,7.25,5.45,499 ,(1.80),1 ,-8%,71.4,66.4,29,0,5,0,5,0,0 
2017,May,27,J,6-J,5/27/2017,73567,59999,1614071,0.815569481,2134113,5.23 ,385,7.25,5.67,417 ,(1.58),1 ,-8%,77.2,73.0,37,0,0,0,0,0,0 
2017,May,28,S,7-S,5/28/2017,66326,52765,1666836,0.79554021,2200439,6.60 ,438,7.25,7.17,476 ,(0.08),1 ,-9%,65.5,66.1,34,2,3,0,2,1,Surrounding WX
2017,May,29,M,1-M,5/29/2017,76598,57878,1724714,0.755607196,2277037,5.54 ,424,7.25,5.98,458 ,(1.27),1 ,-8%,76.7,72.7,19,0,0,0,0,0,0 
2017,May,30,T,2-T,5/30/2017,79692,59036,1783750,0.740802088,2356729,4.03 ,321,7.25,4.33,345 ,(2.92),1 ,-7%,72.1,67.3,29,0,1,1,0,0,0 
2017,May,31,W,3-W,5/31/2017,77406,59629,1843379,0.7703408,2434135,4.84 ,375,7.25,5.35,414 ,(1.90),1 ,-11%,69.3,69.6,18,1,0,0,0,0,Surrounding WX
2017,Jun,1,Q,4-Q,6/1/2017,70399,52101,52101,0.740081535,70399,7.50 ,528,9.03,8.43,593 ,(0.60),1 ,-12%,29.3,35.7,36,4,24,4,19,0,DFW weather and Ramp Closures
2017,Jun,2,F,5-F,6/2/2017,63374,43243,95344,0.682346073,133773,9.59 ,608,9.03,19.97,"1,266 ",10.94 ,0 ,-108%,27.9,37.2,31,41,208,1,134,73,DFW weather and Ramp Closures
2017,Jun,3,J,6-J,6/3/2017,79957,71989,167333,0.900346436,213730,19.67 ,1573,9.03,22.54,"1,802 ",13.51 ,0 ,-15%,31.0,25.0,65,0,36,4,21,10,"DFW WEATHER, C3 & CURB BELTS(6:00-06:45), D SYS(16:00-19:30)"
2017,Jun,4,S,7-S,6/4/2017,84871,67806,235139,0.798930141,298601,9.69 ,822,9.03,12.20,"1,035 ",3.17 ,0 ,-26%,41.1,41.2,36,11,45,2,37,6,DFW WEATHER
2017,Jun,5,M,1-M,6/5/2017,85108,65521,300660,0.769857123,383709,7.52 ,640,9.03,8.54,727 ,(0.49),1 ,-14%,41.9,41.9,29,0,24,6,15,3,0 
2017,Jun,6,T,2-T,6/6/2017,83435,61485,362145,0.736920956,467144,4.21 ,351,9.03,4.86,406 ,(4.17),1 ,-16%,66.0,62.2,31,0,1,0,1,0,0 
2017,Jun,7,W,3-W,6/7/2017,86314,63702,425847,0.738026276,553458,4.02 ,347,9.03,4.54,392 ,(4.49),1 ,-13%,71.2,64.8,35,1,3,2,1,0,0 
2017,Jun,8,Q,4-Q,6/8/2017,89229,65223,491070,0.730961907,642687,4.63 ,413,9.03,5.23,467 ,(3.80),1 ,-13%,75.8,64.9,30,0,3,2,1,0,0 
2017,Jun,9,F,5-F,6/9/2017,84990,63519,554589,0.747370279,727677,12.54 ,1066,9.03,13.94,"1,184 ",4.91 ,0 ,-11%,25.7,22.1,54,11,34,0,30,4,A.M. DFW weather/ramp closed 6:48-7:40am & 7:54-8:16
2017,Jun,10,J,6-J,6/10/2017,82795,72018,626607,0.869835135,810472,7.15 ,592,9.03,7.66,634 ,(1.37),1 ,-7%,68.9,65.0,39,0,4,0,2,2,Terminal CTX failure at 9am
2017,Jun,11,S,7-S,6/11/2017,86948,68877,695484,0.792163132,897420,6.35 ,552,9.03,7.17,624 ,(1.86),1 ,-13%,69.6,67.4,27,0,0,0,0,0,0 
2017,Jun,12,M,1-M,6/12/2017,85153,62688,758172,0.736180757,982573,5.41 ,461,9.03,5.85,498 ,(3.18),1 ,-8%,73.4,75.2,36,1,0,0,0,0,0 
2017,Jun,13,T,2-T,6/13/2017,78748,57096,815268,0.725046985,1061321,4.67 ,368,9.03,5.03,396 ,(4.00),1 ,-8%,70.9,73.4,32,1,2,1,0,1,0 
2017,Jun,14,W,3-W,6/14/2017,85141,61559,876827,0.72302416,1146462,5.67 ,483,9.03,6.37,543 ,(2.66),1 ,-12%,66.6,61.8,40,0,7,5,1,1,A BGRM belt system 
2017,Jun,15,Q,4-Q,6/15/2017,88014,64879,941706,0.737144091,1234476,6.36 ,560,9.03,7.41,652 ,(1.62),1 ,-16%,55.5,56.1,52,0,11,8,2,1,15min C bag sys
2017,Jun,16,F,5-F,6/16/2017,90498,69109,1010815,0.763652235,1324974,7.11 ,643,9.03,7.61,689 ,(1.42),1 ,-7%,63.6,56.9,50,0,3,2,1,0,0 
2017,Jun,17,J,6-J,6/17/2017,82238,72165,1082980,0.877514045,1407212,9.02 ,742,9.03,10.09,830 ,1.06 ,0 ,-12%,64.6,62.4,21,0,3,2,0,1,"D SYS, MAXI 1 & 16(1750-2010)"
2017,Jun,18,S,7-S,6/18/2017,82993,65546,1148526,0.789777451,1490205,6.57 ,545,9.03,10.12,840 ,1.09 ,0 ,-54%,59.8,63.4,43,0,12,10,0,2,Autocoder down
2017,Jun,19,M,1-M,6/19/2017,76926,56558,1205084,0.735226061,1567131,14.55 ,1119,9.03,17.69,"1,361 ",8.66 ,0 ,-22%,13.4,17.2,91,2,70,2,45,23,AM ramp closures
2017,Jun,20,T,2-T,6/20/2017,86840,65271,1270355,0.751623676,1653971,6.40 ,556,9.03,7.00,607 ,(2.03),1 ,-9%,68.9,67.5,30,0,0,0,0,0,0 
2017,Jun,21,W,3-W,6/21/2017,86784,64842,1335197,0.747165376,1740755,5.91 ,513,9.03,6.31,547 ,(2.72),1 ,-7%,70.8,69.0,18,0,2,0,0,2,AM A Terminal pwr outage
2017,Jun,22,Q,4-Q,6/22/2017,89410,65493,1400690,0.732501957,1830165,4.26 ,381,9.03,4.55,406 ,(4.48),1 ,-7%,61.2,67.8,16,0,2,1,1,0,Tropical Storm Cindy
2017,Jun,23,F,5-F,6/23/2017,90569,69324,1470014,0.765427464,1920734,5.36 ,485,9.03,6.20,562 ,(2.83),1 ,-16%,59.2,58.1,16,1,1,1,0,0,0 
2017,Jun,24,J,6-J,6/24/2017,77244,65085,1535099,0.842589716,1997978,17.55 ,1356,9.03,19.77,"1,527 ",10.74 ,0 ,-13%,17.6,17.3,16,8,22,5,12,5,LCL WEATHER/PRIME&GET INOP19:00-/MU3-DBGRM15:59-17:31
2017,Jun,25,S,7-S,6/25/2017,88806,69644,1604743,0.784226291,2086784,7.62 ,677,9.03,8.52,757 ,(0.51),1 ,-12%,68.2,58.0,16,0,2,0,2,0,0 
2017,Jun,26,M,1-M,6/26/2017,89428,66629,1671372,0.745057476,2176212,4.91 ,439,9.03,5.41,484 ,(3.62),1 ,-10%,62.9,64.7,16,0,1,0,0,1,0 
2017,Jun,27,T,2-T,6/27/2017,81191,59256,1730628,0.729834588,2257403,7.72 ,627,9.03,8.65,702 ,(0.38),1 ,-12%,47.3,45.6,16,15,12,3,9,0,DFW weather and Ramp Closures
2017,Jun,28,W,3-W,6/28/2017,89173,68114,1798742,0.763841073,2346576,5.67 ,506,9.03,5.65,504 ,(3.38),1 ,0%,72.3,67.7,16,0,0,0,0,0,0 
2017,Jun,29,Q,4-Q,6/29/2017,92379,70134,1868876,0.759198519,2438955,5.34 ,493,9.03,5.71,528 ,(3.32),1 ,-7%,65.5,65.0,41,0,1,1,0,0,A Terminal CTX until 730am
2017,Jun,30,F,5-F,6/30/2017,94538,72506,1941382,0.766950856,2533493,8.23 ,778,9.03,9.69,916 ,0.66 ,0 ,-18%,54.3,52.5,63,1,8,3,2,3,Flex Flying
2017,Jul,1,J,6-J,7/1/2017,90602,77146,77146,0.851482307,90602,12.53 ,1135,8.15,14.06,1274,5.91 ,0 ,-12%,37.2,21.3,78,0,5,1,0,1," AM WX/RAMP CLOSURES, D BRM MAXI JAM (17:30-1900)"
2017,Jul,2,S,7-S,7/2/2017,83802,68632,145778,0.818978067,174404,7.09 ,594,8.15,7.73,648,(0.42),1 ,-9%,70.4,65.4,30,0,4,3,0,1,0 
2017,Jul,3,M,1-M,7/3/2017,66477,51841,197619,0.779833627,240881,4.62 ,307,8.15,4.97,330 ,(3.18),1 ,-8%,77.4,78.3,26,0,0,0,0,0,0 
2017,Jul,4,T,2-T,7/4/2017,65895,48231,245850,0.731937173,306776,4.13 ,272,8.15,4.59,303 ,(3.56),1 ,-11%,72.3,78.0,24,2,1,1,0,0,Early AM WX
2017,Jul,5,W,3-W,7/5/2017,72634,54141,299991,0.745394719,379410,7.67 ,557,8.15,10.97,797 ,2.82 ,0 ,-43%,40.3,48.3,31,22,68,0,63,5,PM WX w/lengthy ramp closures
2017,Jul,6,Q,4-Q,7/6/2017,77034,60445,360436,0.78465353,456444,12.67 ,976,8.15,14.14,"1,089 ",5.99 ,0 ,-12%,42.1,39.7,54,16,32,2,28,2,PM WX w/ramp closures
2017,Jul,7,F,5-F,7/7/2017,79807,59187,419623,0.741626674,536251,5.56 ,444,8.15,5.96,475 ,(2.19),1 ,-7%,66.4,64.0,44,1,1,1,0,0,hand signals in PM/RG D bgrm in PM issues
2017,Jul,8,J,6-J,7/8/2017,74367,63127,482750,0.848857692,610618,10.03 ,746,8.15,11.37,846 ,3.22 ,0 ,-13%,48.4,43.3,54,24,23,1,21,1,PM wx/ramp closed 17:15-18:11
2017,Jul,9,S,7-S,7/9/2017,85849,67762,550512,0.789316125,696467,11.92 ,1023,8.15,12.86,"1,104 ",4.71 ,0 ,-8%,43.0,49.9,37,5,21,2,19,0,Afternoon surrounding WX
2017,Jul,10,M,1-M,7/10/2017,88958,67268,617780,0.756177072,785425,7.66 ,681,8.15,7.91,704 ,(0.24),1 ,-3%,66.2,60.9,46,0,10,4,6,0,PM DCA Region outage
2017,Jul,11,T,2-T,7/11/2017,82828,62228,680008,0.751291834,868253,5.51 ,456,8.15,6.05,501 ,(2.10),1 ,-10%,71.5,68.6,NA,0,1,1,0,0,0 
2017,Jul,12,W,3-W,7/12/2017,86256,64307,744315,0.745536542,954509,5.75 ,496,8.15,6.48,559 ,(1.67),1 ,-13%,64.8,58.8,41,0,6,2,4,0,0 
2017,Jul,13,Q,4-Q,7/13/2017,89412,65173,809488,0.728906634,1043921,5.42 ,485,8.15,5.99,536 ,(2.16),1 ,-10%,64.6,60.0,27,0,8,3,5,0,a.m. ABGRM 805-830
2017,Jul,14,F,5-F,7/14/2017,90346,67248,876736,0.744338432,1134267,8.38 ,757,8.15,9.32,842 ,1.17 ,0 ,-11%,47.0,51.3,39,1,7,4,2,1,DBGRM not reading BSMs-all day/C a.m. ato 
